,correct_sentence,wrong_sentence
7125,민우에게는 인아의 그 말이 아주 근사했었다.,민우에게는인아의그말이아주근사했었다.
7126,인아의 그 말로 민우는 아주 근사했었다.,인아의그말로민우는아주근사했었다.
7127,그는 라면을 저녁으로 먹었다.,그는라면을저녁으로먹었다.
7128,라면은 저녁으로 그는 먹었다.,라면은저녁으로그는먹었다.
7129,나는 신이 난다.,나는신이난다.
7130,너는 신이 난다.,너는신이난다.
7131,들인 노력에 비해 성과는 별다를 게 없었다.,들인노력에비해성과는별다를게없었다.
7132,들인 노력에 비해 성과는 별다를 게 있었다.,들인노력에비해성과는별다를게있었다.
7133,내일쯤 비가 올까 싶다.,내일쯤비가올까싶다.
7134,내일쯤 비가 오는가 싶다.,내일쯤비가오는가싶다.
7135,밥을 먹고 나서 어디로 가겠느냐?,밥을먹고나서어디로가겠느냐?
7136,밥이 먹고 나서 어디로 가겠느냐?,밥이먹고나서어디로가겠느냐?
7137,나는 책이 셋이다.,나는책이셋이다.
7138,나는 책이 셋이 아니다.,나는책이셋이아니다.
7139,개구리가 펄쩍 뛴다.,개구리가펄쩍뛴다.
7140,개구리는 펄쩍 뛴다.,개구리는펄쩍뛴다.
7141,"영희는 도서관에 가 있고, 철수도 그랬다.","영희는도서관에가있고,철수도그랬다."
7142,"영희는 도서관에 가 있었고, 철수도 도서관에 그랬다.","영희는도서관에가있었고,철수도도서관에그랬다."
7143,나는 할머니가 생각이 났다.,나는할머니가생각이났다.
7144,나는 할머니가 생각이 나셨다.,나는할머니가생각이나셨다.
7145,옛날에는 아이들이 어른이 되려면 반드시 성년식이라는 의식을 거쳤다.,옛날에는아이들이어른이되려면반드시성년식이라는의식을거쳤다.
7146,옛날에는 아이들이 어른이 되었으려면 반드시 성년식이라는 의식을 거쳤다.,옛날에는아이들이어른이되었으려면반드시성년식이라는의식을거쳤다.
7147,그들 둘이를 어떻게 만나게 할까?,그들둘이를어떻게만나게할까?
7148,철수가 영희가 이 책을 읽었다고 생각한다.,철수가영희가이책을읽었다고생각한다.
7149,철수가 영희를 이 책을 읽었다고 생각한다.,철수가영희를이책을읽었다고생각한다.
7150,철수가 가겠고 영희가 오겠다.,철수가가겠고영희가오겠다.
7151,철수가 가겠거나 영희가 오겠다.,철수가가겠거나영희가오겠다.
7152,우리 집 뒤에 아담한 동산이 있다.,우리집뒤에아담한동산이있다.
7153,우리 집 뒤가 아담한 동산이 있다.,우리집뒤가아담한동산이있다.
7154,할아버지께서는 친구분하고 약속이 있으십니다.,할아버지께서는친구분하고약속이있으십니다.
7155,할아버지에게는 친구분하고 약속이 있으십니다.,할아버지에게는친구분하고약속이있으십니다.
7156,책상을 저기다가 두어라.,책상을저기다가두어라.
7157,책상을 저곳다가 두어라.,책상을저곳다가두어라.
7158,"내가 뭔가를 어디선가 잃어버린 적이 있는데, 뭐를 어디서 잃어버렸는지 생각이 안 나.","내가뭔가를어디선가잃어버린적이있는데,뭐를어디서잃어버렸는지생각이안나."
7159,할아버지가 검게 타셨다.,할아버지가검게타셨다.
7160,할아버지가 검으시게 타셨다.,할아버지가검으시게타셨다.
7161,"모두들 의심했던, 매매 대금을 허위로 신고한 사실을 확인하고 추가로 세금을 물리었다고 밝혔다.","모두들의심했던,매매대금을허위로신고한사실을확인하고추가로세금을물리었다고밝혔다."
7162,"모두들 의심했던, 매매 대금을 허위로 신고한 것을 확인하고 추가로 세금을 물리었다고 밝혔다.","모두들의심했던,매매대금을허위로신고한것을확인하고추가로세금을물리었다고밝혔다."
7163,철수가 선물을 준 것은 영희에게이다.,철수가선물을준것은영희에게이다.
7164,학생 셋이서 다 노래를 불렀다.,학생셋이서다노래를불렀다.
7165,"현주야, 내일 좀 와라.","현주야,내일좀와라."
7166,"현주야, 내일 좀 오십시오.","현주야,내일좀오십시오."
7167,어제 학교에 올 때 길에서 친구를 만났다.,어제학교에올때길에서친구를만났다.
7168,어제 학교에 왔을 때 길에서 친구를 만났다.,어제학교에왔을때길에서친구를만났다.
7169,철수가 어딘가 조용한 곳에서 휴식을 취하고 있다.,철수가어딘가조용한곳에서휴식을취하고있다.
7170,어딘가 철수가 조용한 곳에서 휴식을 취하고 있다.,어딘가철수가조용한곳에서휴식을취하고있다.
7171,내가 금고에 넣어 둔 금이 두 돈 만큼이 모두 사라졌다.,내가금고에넣어둔금이두돈만큼이모두사라졌다.
7172,내가 금고에 넣어 둔 금이 모두 두 돈 만큼이 사라졌다.,내가금고에넣어둔금이모두두돈만큼이사라졌다.
7173,부동산 물가가 정부에 의해 잡혔다.,부동산물가가정부에의해잡혔다.
7174,부동산 물가가 정부에 잡혔다.,부동산물가가정부에잡혔다.
7175,영희가 철수에게 손해를 입혔다.,영희가철수에게손해를입혔다.
7176,철수는 연구실에 실험기기를 가지고 있다.,철수는연구실에실험기기를가지고있다.
7177,철수는 연구실에 실험기기를 가진다.,철수는연구실에실험기기를가진다.
7178,"민규는 도서관에 갔고, 동근이도 그랬어.","민규는도서관에갔고,동근이도그랬어."
7179,"민규는 도서관에 갔고, 동근이도 그래.","민규는도서관에갔고,동근이도그래."
7180,꽃이 예쁘네. 예쁜 이 꽃을 어디서 샀을까?,꽃이예쁘네.예쁜이꽃을어디서샀을까?
7181,꽃이 예쁘네. 예쁘는 이 꽃을 어디서 샀을까?,꽃이예쁘네.예쁘는이꽃을어디서샀을까?
7182,김 영감은 아내와 주거니 받거니 밤새 술잔을 기울였다.,김영감은아내와주거니받거니밤새술잔을기울였다.
7183,김 영감님은 아내와 주거니 말거니 밤새 술잔을 기울였다.,김영감님은아내와주거니말거니밤새술잔을기울였다.
7184,단우는 한 시간 동안 뛰고 있다.,단우는한시간동안뛰고있다.
7185,단우는 한 시간 만에 뛰고 있다.,단우는한시간만에뛰고있다.
7186,"요즘 영수가 누군가를 좋아하는 것 같은데, 그게 누구를인지 아니?","요즘영수가누군가를좋아하는것같은데,그게누구를인지아니?"
7187,"앗, 뜨거워라.","앗,뜨거워라."
7188,"앗, 뜨겁네.","앗,뜨겁네."
7189,"철수가 영희에게 반지를 주었다는데, 나는 카페에서인지 궁금하다.","철수가영희에게반지를주었다는데,나는카페에서인지궁금하다."
7190,"철수가 영희에게 반지를 주었다는데, 나는 카페인지 궁금하다.","철수가영희에게반지를주었다는데,나는카페인지궁금하다."
7191,"엄마가 장사를 하던 시절, 나는 겨우 세 살이었다.","엄마가장사를하던시절,나는겨우세살이었다."
7192,"엄마가 장사를 한 시절, 나는 겨우 세 살이었다.","엄마가장사를한시절,나는겨우세살이었다."
7193,여자가 예뻤구나.,여자가예뻤구나.
7194,여자가 예뻤네.,여자가예뻤네.
7195,나는 어제를 올겨울 중 날씨가 가장 추웠다고 생각한다.,나는어제를올겨울중날씨가가장추웠다고생각한다.
7196,나는 어제를 올겨울 중 날씨를 가장 추웠다고 생각한다.,나는어제를올겨울중날씨를가장추웠다고생각한다.
7197,나는 의도적으로 철수를 싫어했다.,나는의도적으로철수를싫어했다.
7198,나는 의도적으로 철수가 싫다.,나는의도적으로철수가싫다.
7199,영희가 착하고 예쁘다.,영희가착하고예쁘다.
7200,영희가 착하고서 예쁘다.,영희가착하고서예쁘다.
7201,영희가 철수에게 서울에 가느냐고 물었다.,영희가철수에게서울에가느냐고물었다.
7202,영희가 철수에게 서울에 가느냐를 물었다.,영희가철수에게서울에가느냐를물었다.
7203,결정하고 나면 알려 주세요.,결정하고나면알려주세요.
7204,결정하고 나기 알려 주세요.,결정하고나기알려주세요.
7205,내가 전화할 거였는데 전화가 왔다.,내가전화할거였는데전화가왔다.
7206,약간 그림체만 바꿨을 뿐인데 이상하네.,약간그림체만바꿨을뿐인데이상하네.
7207,좀 그림체만 바꿨을 뿐인데 이상하네.,좀그림체만바꿨을뿐인데이상하네.
7208,"철수가 영이에게 다가가더니, 영이의 손을 잡았다.","철수가영이에게다가가더니,영이의손을잡았다."
7209,"철수가 영이에게 다가가더니, 영이는 얼굴을 붉혔다.","철수가영이에게다가가더니,영이는얼굴을붉혔다."
7210,내가 전화해 내가 문제를 물어본다.,내가전화해내가문제를물어본다.
7211,내가 전화해 그가 문제를 물어본다.,내가전화해그가문제를물어본다.
7212,"여러분, 조용히 하세요.","여러분,조용히하세요."
7213,"이 녀석들, 조용히 하세요.","이녀석들,조용히하세요."
7214,1999년에 지구는 멸망할 것이다.,1999년에지구는멸망할것이다.
7215,발을 어깨너비만큼 벌려라.,발을어깨너비만큼벌려라.
7216,발을 어깨너비처럼 벌려라.,발을어깨너비처럼벌려라.
7217,철수가 매우 아프다.,철수가매우아프다.
7218,철수가 잘 아프다.,철수가잘아프다.
7219,어제는 사과가 그리고 오늘은 키위가 많이 팔렸다.,어제는사과가그리고오늘은키위가많이팔렸다.
7220,어제는 사과를 그리고 오늘은 키위가 많이 팔렸다.,어제는사과를그리고오늘은키위가많이팔렸다.
7221,우리 민족이 순박하다는 걸 여행하며 느꼈다.,우리민족이순박하다는걸여행하며느꼈다.
7222,우리 민족이 순박하다는 걸 여행했으며 느꼈다.,우리민족이순박하다는걸여행했으며느꼈다.
7223,철수는 추워한다.,철수는추워한다.
7224,나는 추워한다.,나는추워한다.
7225,저놈 얼굴이 예쁘기를 하냐 노력을 하기는 하냐? 성공할 수가 없어요.,저놈얼굴이예쁘기를하냐노력을하기는하냐?성공할수가없어요.
7226,저놈 얼굴이 예쁘기를 하냐 영희가 좋아하기를 하냐? 성공 못 한다.,저놈얼굴이예쁘기를하냐영희가좋아하기를하냐?성공못한다.
7227,영희가 촘스키에 대한 연구하였다.,영희가촘스키에대한연구하였다.
7228,철수가 부산에 갈 것이다.,철수가부산에갈것이다.
7229,철수가 부산에 대해 갈 것이다.,철수가부산에대해갈것이다.
7230,문 닫고 나가고 하는 것은 당신 소관이 아니다.,문닫고나가고하는것은당신소관이아니다.
7231,문 닫고서 나가고 하는 것은 당신 소관이 아니다.,문닫고서나가고하는것은당신소관이아니다.
7232,빠른 타구를 몸으로라도 막겠다는 의지를 약해 약하게 본다.,빠른타구를몸으로라도막겠다는의지를약해약하게본다.
7233,목적격 조사는 목적어를 표시한다.,목적격조사는목적어를표시한다.
7234,목적격조사는 목적어에 표시한다.,목적격조사는목적어에표시한다.
7235,사실 운동에 관심이 없던 건 아니야.,사실운동에관심이없던건아니야.
7236,나는 친구를 본다.,나는친구를본다.
7237,나는 친구가 본다.,나는친구가본다.
7238,백화점이 사람들로 꽉 찼다.,백화점이사람들로꽉찼다.
7239,제발 조용히 해라.,제발조용히해라.
7240,제발 시끄럽게 떠들어라.,제발시끄럽게떠들어라.
7241,집에서 영희가 철수를 보았어.,집에서영희가철수를보았어.
7242,집에서 영희 철수를 보았어.,집에서영희철수를보았어.
7243,오늘 뭐해요?,오늘뭐해요?
7244,오늘에 뭐해요?,오늘에뭐해요?
7245,저 커피를 마셨는가 보다.,저커피를마셨는가보다.
7246,나는 일찍 집에 갈래.,나는일찍집에갈래.
7247,너는 일찍 집에 갈래.,너는일찍집에갈래.
7248,"너는 그 영화가 처음에는 재미없더니, 보면 볼수록 재미있었니?","너는그영화가처음에는재미없더니,보면볼수록재미있었니?"
